OffsetMethod,ProjectLocation,VerificationStatus,TechnologyUsed,EmissionReduction,ProjectSize,CarbonCreditPrice
Reforestation,India,Verified,Hydro,2082.7919768894963,593.8679213220191,49.35263909766768
Energy Efficiency,India,Verified,Biomass,6206.157717740158,17.227199766244247,66.20306058636324
Afforestation,China,Pending,Biomass,7454.526787312596,729.0492763961968,72.56312670052495
Energy Efficiency,Brazil,Pending,Wind,7405.382194204852,324.20688207300606,73.26897979175432
Reforestation,USA,Verified,Wind,5262.345339252113,665.3909330176244,71.96563602643681
Renewable Energy,India,Pending,Biomass,777.7413214024227,557.0218500736512,44.45892510774863
Reforestation,China,Verified,Solar,3774.0180904582653,343.3881945024793,60.303972397316116
Reforestation,China,Rejected,Biomass,9215.589423787238,135.44169083700365,67.43236402730622
Reforestation,China,Pending,Biomass,5886.044206598518,95.32447876282046,60.3834658206208
Renewable Energy,USA,Verified,Wind,5429.486238231563,831.6868147791114,82.46429933894893
Reforestation,India,Pending,Wind,2761.649792383716,918.4791445394765,51.993040407313345
Reforestation,Brazil,Verified,Solar,3747.6443071741314,650.1382587175352,61.23960412304601
Reforestation,Brazil,Verified,Solar,8963.926282616376,104.33068074562289,81.8629382205381
Afforestation,China,Pending,Hydro,6697.984170515673,402.6251896713525,66.51617274929188
Reforestation,USA,Rejected,Biomass,7895.131564848095,729.2102609050521,68.767760433291
Renewable Energy,USA,Verified,Wind,4598.019688369785,780.041063126058,77.7905090731095
Reforestation,USA,Verified,Solar,6339.447472615963,119.1004036687975,72.8882413997678
Reforestation,Brazil,Verified,Hydro,2558.9977265577545,1.0306881265370333,46.805295514054144
Renewable Energy,China,Rejected,Hydro,7084.062219806514,712.4249088347244,71.5445601873798
Reforestation,India,Rejected,Wind,4333.253203663039,357.2395798102194,44.23866181641739
Renewable Energy,Brazil,Pending,Wind,4481.200596665981,255.226850286642,62.958271486196324
Reforestation,China,Rejected,Hydro,6528.291013311128,13.884572319735915,53.780300789753
Renewable Energy,China,Pending,Solar,9369.178152542374,540.7591073547381,93.25348183625925
Reforestation,India,Pending,Hydro,733.6628314253471,851.2995846905558,40.18131000403229
Reforestation,India,Rejected,Biomass,8264.958049735375,957.6740146263153,67.90153039494004
Afforestation,India,Pending,Biomass,2994.592793080712,566.1792056626759,45.63475602203032
Afforestation,USA,Rejected,Wind,4494.80259961314,514.9468664121542,49.623481662187245
Reforestation,India,Pending,Solar,316.94195487258867,85.97132910375187,32.444423065400464
Reforestation,China,Rejected,Solar,3080.356170559699,549.3239287410572,43.89502014020907
Energy Efficiency,India,Rejected,Biomass,5076.049302038292,380.5990998864292,49.18623750905575
